order_id,customer_id,order_date,amount,status,city,payment_method
134,4587,2026-04-06,9010.75,Cancelled,Mumbai,Cash
135,1212,2026-04-06,3510.97,Completed,Haldwani,Cash
136,5721,2026-04-03,11470.32,Completed,Bengaluru,Cash
137,2487,2026-05-08,6594.69,Pending,Rudrapur,Net Banking
138,3851,2026-04-27,5066.3,Completed,Delhi,Cash
139,4373,2026-05-15,7482.49,Completed,Pune,UPI
140,4726,2026-04-06,4786.31,Completed,Pune,UPI
141,5445,2026-04-30,6257.39,Completed,Mumbai,Net Banking
142,4622,2026-05-19,869.02,Completed,Delhi,Cash
143,4590,2026-05-27,10503.93,Completed,Dehradun,Card
144,3546,2026-05-06,303.75,Completed,Dehradun,UPI
145,4781,2026-05-31,1850.25,Pending,Bengaluru,Cash
146,5169,2026-05-16,4174.03,Pending,Bengaluru,Card
147,4742,2026-05-06,2255.17,Completed,Delhi,UPI
148,3264,2026-05-20,11871.09,Completed,Noida,UPI
149,3318,2026-05-17,4548.48,Completed,Bengaluru,Card
150,4659,2026-05-05,7316.69,Completed,Pune,Net Banking
151,3637,2026-05-26,2910.92,Completed,Pune,Card
152,4366,2026-04-03,4840.83,Completed,Pune,Net Banking
153,2247,2026-05-02,14475.88,Completed,Mumbai,UPI
154,4607,2026-04-07,7936.67,Completed,Delhi,Net Banking
155,2265,2026-04-05,7095.41,Returned,Mumbai,Net Banking
156,1658,2026-05-25,4995.63,Completed,Pune,Cash
157,4998,2026-05-26,8161.14,Completed,Dehradun,Cash
158,2864,2026-05-18,1446.65,Returned,Rudrapur,Net Banking
159,2363,2026-05-15,4562.04,Completed,Mumbai,UPI
160,3404,2026-04-23,5685.13,Completed,Pune,Card
161,2393,2026-04-12,1276.63,Cancelled,Dehradun,Net Banking
162,5778,2026-04-10,3559.61,Completed,Bengaluru,Cash
163,1077,2026-05-28,12089.03,Cancelled,Delhi,UPI
164,4619,2026-05-31,5248.93,Completed,Pune,Cash
165,4743,2026-05-25,4601.61,Returned,Bengaluru,UPI
166,2944,2026-04-25,8621.65,Completed,Noida,UPI
167,4243,2026-04-18,220.66,Cancelled,Haldwani,Net Banking
168,3345,2026-05-20,12003.02,Completed,Mumbai,Card
169,2558,2026-05-10,3834.34,Pending,Delhi,UPI
170,1323,2026-04-20,11850.3,Completed,Mumbai,Card
171,1739,2026-05-29,4497.15,Pending,Delhi,Card
172,2083,2026-05-21,8137.18,Returned,Noida,Card
173,3106,2026-05-29,12387.88,Completed,Noida,Cash
174,1944,2026-04-30,14447.11,Completed,Dehradun,Net Banking
175,5566,2026-04-24,1445.51,Completed,Noida,UPI
176,4726,2026-04-24,10125.14,Completed,Pune,Cash
177,1888,2026-05-14,3583.95,Completed,Mumbai,Card
178,1518,2026-05-11,12375.44,Cancelled,Noida,Net Banking
179,1956,2026-04-09,775.67,Completed,Bengaluru,UPI
180,1797,2026-04-16,13320.16,Completed,Bengaluru,Cash
181,5426,2026-04-27,8851.37,Pending,Pune,UPI
182,5009,2026-05-10,6180.93,Returned,Haldwani,Cash
183,2780,2026-04-29,6725.97,Completed,Mumbai,UPI
184,4010,2026-05-05,13535.27,Completed,Haldwani,Net Banking
185,3261,2026-04-13,14526.28,Returned,Bengaluru,UPI
186,2738,2026-05-12,9628.44,Returned,Haldwani,Cash
187,2996,2026-04-09,11825.97,Completed,Dehradun,Card
188,2909,2026-04-22,11638.09,Pending,Haldwani,Cash
189,2186,2026-04-09,8149.21,Pending,Rudrapur,UPI
190,2080,2026-04-01,5437.81,Pending,Mumbai,UPI
191,2428,2026-04-17,880.75,Pending,Rudrapur,UPI
192,4902,2026-04-29,11692.45,Completed,Rudrapur,Net Banking
193,5128,2026-04-15,14186.69,Completed,Noida,Net Banking
194,1256,2026-04-04,14978.94,Pending,Pune,UPI
195,5017,2026-05-16,13654.54,Completed,Rudrapur,Cash
196,5984,2026-04-10,1078.67,Completed,Mumbai,Net Banking
197,5894,2026-05-04,4493.98,Completed,Pune,UPI
198,1938,2026-05-25,9855.22,Cancelled,Dehradun,Net Banking
199,4700,2026-05-27,3504.55,Completed,Bengaluru,Net Banking
200,4408,2026-05-17,1516.78,Completed,Noida,Cash
201,2251,2026-05-14,13852.48,Completed,Rudrapur,UPI
202,4538,2026-04-07,11194.38,Completed,Delhi,UPI
203,5805,2026-05-06,8469.08,Completed,Pune,Cash
204,4465,2026-05-26,13746.07,Completed,Noida,Cash
205,3881,2026-04-07,8710.99,Completed,Bengaluru,Card
206,1887,2026-04-23,12696.06,Completed,Noida,Card
207,4516,2026-05-25,8458.39,Pending,Haldwani,Cash
208,1238,2026-04-12,4171.73,Pending,Mumbai,Cash
209,1051,2026-04-12,13060.95,Completed,Pune,UPI
210,2163,2026-05-18,9534.26,Completed,Dehradun,Net Banking
211,4440,2026-04-30,5179.35,Completed,Mumbai,UPI
212,1431,2026-04-10,2445.41,Completed,Rudrapur,Cash
213,4630,2026-05-13,6417.82,Completed,Pune,Cash
214,2766,2026-05-19,7733.96,Completed,Rudrapur,Cash
215,5859,2026-05-02,7951.32,Completed,Dehradun,Net Banking
216,5910,2026-04-04,214.54,Completed,Dehradun,Card
217,3094,2026-04-19,4989.02,Completed,Pune,Card
218,2059,2026-04-25,8035.48,Completed,Mumbai,UPI
219,4253,2026-05-26,11156.42,Completed,Bengaluru,UPI
220,3565,2026-05-07,6496.34,Completed,Pune,Cash
221,1944,2026-04-26,410.76,Completed,Bengaluru,Cash
222,1722,2026-04-28,12682.82,Completed,Pune,UPI
223,4243,2026-05-26,4723.09,Completed,Mumbai,Card
224,1626,2026-05-03,9535.05,Completed,Dehradun,Cash
225,3877,2026-05-17,14377.53,Completed,Delhi,Card
226,1843,2026-04-10,3913.93,Completed,Delhi,UPI
227,2452,2026-05-31,11615.44,Completed,Bengaluru,Cash
228,3590,2026-04-10,6652.47,Completed,Noida,Cash
229,5845,2026-04-04,5343.94,Completed,Bengaluru,Net Banking
230,1309,2026-04-04,5594.19,Completed,Rudrapur,Net Banking
231,4791,2026-05-08,8359.31,Pending,Haldwani,Net Banking
232,5684,2026-05-12,2904.77,Completed,Delhi,UPI
233,4691,2026-04-07,12183.41,Pending,Rudrapur,Card
234,1321,2026-04-16,10643.56,Returned,Delhi,Cash
235,4055,2026-05-29,4315.11,Completed,Mumbai,UPI
236,3742,2026-04-05,5012.39,Completed,Pune,Cash
237,3065,2026-05-17,12788.34,Returned,Delhi,Cash
238,1668,2026-05-08,9987.82,Cancelled,Noida,Net Banking
239,2057,2026-05-09,10661.63,Completed,Pune,Cash
240,2047,2026-05-13,10572.18,Returned,Rudrapur,Net Banking
241,5166,2026-04-24,371.64,Completed,Dehradun,Cash
242,4984,2026-04-13,3475.49,Completed,Rudrapur,Cash
243,1829,2026-05-03,11586.03,Pending,Haldwani,Cash
244,2074,2026-05-09,5713.13,Completed,Delhi,Net Banking
245,1358,2026-04-27,5528.06,Pending,Bengaluru,Cash
246,4678,2026-04-15,8056.77,Completed,Bengaluru,Card
247,4014,2026-05-14,14212.24,Returned,Bengaluru,Cash
248,4129,2026-05-03,7959.15,Returned,Dehradun,Card
249,3049,2026-04-04,9653.57,Cancelled,Rudrapur,UPI
250,3336,2026-04-06,11470.44,Completed,Delhi,Net Banking
251,1752,2026-05-31,13666.52,Pending,Mumbai,UPI
252,4399,2026-04-04,6007.16,Completed,Pune,UPI
253,4072,2026-04-15,519.99,Returned,Mumbai,Card
254,2128,2026-04-03,4374.5,Pending,Delhi,Net Banking
255,4675,2026-05-10,178.24,Completed,Noida,Card
256,2225,2026-05-06,14109.37,Completed,Pune,UPI
257,3361,2026-04-16,4587.15,Completed,Pune,Net Banking
258,1515,2026-04-08,12566.65,Completed,Haldwani,Card
259,2177,2026-04-19,6495.66,Completed,Dehradun,Net Banking
260,2535,2026-05-13,10056.4,Completed,Mumbai,UPI
261,5310,2026-05-05,7659.18,Returned,Haldwani,Net Banking
262,4852,2026-04-03,9571.49,Returned,Noida,UPI
263,3926,2026-05-21,1106.64,Completed,Rudrapur,Cash
264,2093,2026-04-03,5349.26,Completed,Delhi,Net Banking
265,4921,2026-05-11,2815.94,Completed,Bengaluru,UPI
266,3404,2026-04-13,752.71,Completed,Haldwani,Cash
267,3541,2026-05-03,6033.54,Pending,Bengaluru,Cash
268,1300,2026-05-19,9738.82,Completed,Haldwani,Cash
269,3239,2026-04-08,12010.2,Completed,Pune,Net Banking
270,4168,2026-04-22,14608.48,Completed,Bengaluru,Cash
271,5254,2026-04-18,12037.11,Pending,Rudrapur,Net Banking
272,5936,2026-05-23,2788.8,Completed,Rudrapur,UPI
273,3687,2026-05-13,4505.04,Completed,Pune,Card
274,4637,2026-04-23,6762.23,Pending,Mumbai,Net Banking
275,3250,2026-05-11,14702.41,Returned,Rudrapur,Net Banking
276,3977,2026-05-03,12036.33,Completed,Haldwani,Card
277,5978,2026-05-14,11741.55,Completed,Rudrapur,Card
278,4001,2026-04-24,5804.53,Completed,Delhi,Net Banking
279,4039,2026-04-24,6714.7,Completed,Delhi,Cash
280,4261,2026-04-21,9778.45,Completed,Rudrapur,UPI
281,2525,2026-05-02,7814.4,Cancelled,Rudrapur,Cash
282,3133,2026-05-16,6749.47,Returned,Noida,Net Banking
283,2640,2026-04-08,2122.35,Completed,Delhi,Net Banking
284,1720,2026-05-22,10260.75,Pending,Mumbai,Cash
285,1532,2026-05-06,8178.35,Cancelled,Delhi,Card
286,3962,2026-05-03,3441.2,Returned,Delhi,Card
287,5048,2026-04-02,5477.36,Completed,Bengaluru,Card
288,1707,2026-04-05,4708.43,Returned,Bengaluru,Net Banking
289,4355,2026-05-23,8666.02,Completed,Mumbai,UPI
290,4687,2026-04-30,10233.62,Completed,Delhi,Card
291,4545,2026-05-03,13669.61,Completed,Rudrapur,Card
292,3492,2026-04-11,2513.31,Returned,Dehradun,Cash
293,5251,2026-05-28,4332.32,Completed,Dehradun,Cash
294,2026,2026-05-11,4612.09,Completed,Delhi,Card
295,2403,2026-05-13,9404.74,Cancelled,Mumbai,UPI
296,1233,2026-04-06,777.38,Completed,Noida,Card
297,5687,2026-04-27,9309.82,Completed,Noida,Cash
298,4957,2026-04-16,12089.85,Completed,Noida,Net Banking
299,1598,2026-05-15,992.7,Completed,Bengaluru,Net Banking
300,2672,2026-04-22,9139.24,Completed,Mumbai,Cash
301,4267,2026-04-09,11433.91,Completed,Rudrapur,Cash
302,2981,2026-04-30,1925.58,Completed,Delhi,UPI
303,1415,2026-04-19,14186.23,Cancelled,Pune,Card
304,2309,2026-05-23,4978.79,Completed,Mumbai,Card
305,2306,2026-05-02,14939.94,Completed,Noida,Net Banking
306,1190,2026-04-06,14183.97,Completed,Dehradun,Card
307,5779,2026-04-23,825.01,Completed,Bengaluru,Cash
308,5397,2026-04-01,12722.87,Completed,Noida,Cash
309,4304,2026-04-24,774.11,Completed,Dehradun,Cash
310,5533,2026-04-19,1195.62,Completed,Noida,UPI
311,2055,2026-04-07,5969.17,Pending,Mumbai,Cash
312,2182,2026-04-13,9076.7,Completed,Haldwani,UPI
313,1319,2026-04-09,10732.52,Pending,Bengaluru,Card
314,5967,2026-05-28,7781.04,Completed,Mumbai,Card
315,4220,2026-05-10,11115.86,Completed,Mumbai,Net Banking
316,5612,2026-04-20,7175.9,Completed,Mumbai,UPI
317,4413,2026-05-08,4684.4,Cancelled,Haldwani,Net Banking
318,3176,2026-05-12,11765.27,Pending,Dehradun,UPI
319,5781,2026-05-01,2640.63,Completed,Pune,Card
320,2985,2026-04-03,8631.3,Pending,Dehradun,UPI
321,4613,2026-04-21,6339.83,Completed,Dehradun,Net Banking
322,5111,2026-05-20,9211.02,Completed,Haldwani,Card
323,5250,2026-04-14,8457.21,Returned,Bengaluru,Net Banking
324,3571,2026-04-12,6948.99,Completed,Mumbai,Cash
325,5998,2026-05-01,2964.74,Completed,Noida,Card
326,3439,2026-05-20,4406.16,Completed,Bengaluru,Cash
327,4931,2026-04-23,8451.27,Returned,Noida,Cash
328,1999,2026-05-07,10181.67,Completed,Pune,Cash
329,2200,2026-04-19,726.79,Returned,Rudrapur,Cash
330,4624,2026-05-12,3921.02,Completed,Dehradun,Cash
331,5605,2026-05-15,4147.16,Completed,Dehradun,Card
332,1416,2026-05-13,13587.24,Completed,Dehradun,UPI
333,1821,2026-04-27,5021.37,Completed,Delhi,UPI
334,5509,2026-05-30,2453.32,Completed,Bengaluru,Net Banking
335,2634,2026-05-19,14462.32,Completed,Haldwani,UPI
336,5704,2026-04-15,8073.77,Pending,Haldwani,Card
337,4424,2026-05-27,12580.31,Returned,Haldwani,Net Banking
338,5059,2026-04-12,14055.47,Returned,Noida,UPI
339,1076,2026-04-20,8562.63,Completed,Mumbai,Cash
340,4723,2026-05-12,8195.18,Completed,Delhi,Net Banking
341,3236,2026-04-13,12151.33,Completed,Bengaluru,Cash
342,2526,2026-04-01,11075.61,Pending,Dehradun,Card
343,4322,2026-05-23,6472.78,Completed,Pune,UPI
344,2514,2026-04-09,7214.07,Returned,Haldwani,Cash
345,4143,2026-04-16,6756.36,Completed,Mumbai,Cash
346,5772,2026-05-17,8635.87,Completed,Mumbai,Card
347,1509,2026-05-13,1861.55,Completed,Pune,Cash
348,1962,2026-05-11,13750.34,Completed,Dehradun,Card
349,2095,2026-05-01,2382.46,Pending,Mumbai,Net Banking
350,5500,2026-05-29,7115.34,Completed,Dehradun,Card
351,5881,2026-05-26,11831.82,Completed,Mumbai,UPI
352,5622,2026-04-08,1020.19,Completed,Dehradun,Card
353,2348,2026-04-21,12831.84,Completed,Dehradun,Net Banking
354,1745,2026-05-28,7704.59,Pending,Bengaluru,Card
355,5205,2026-04-27,6906.3,Completed,Bengaluru,Cash
356,1179,2026-04-26,3891.41,Completed,Dehradun,UPI
357,1372,2026-04-28,5233.48,Completed,Haldwani,UPI
358,4868,2026-04-03,4377.65,Completed,Delhi,Net Banking
359,4068,2026-05-28,5798.95,Cancelled,Pune,Net Banking
360,1658,2026-05-14,14465.75,Cancelled,Delhi,Cash
361,1972,2026-04-12,14893.42,Completed,Delhi,Card
362,1029,2026-05-19,438.76,Completed,Pune,Net Banking
363,2882,2026-04-16,6963.32,Completed,Dehradun,UPI
364,1264,2026-05-22,9936.95,Completed,Haldwani,Card
365,2689,2026-04-05,1603.36,Completed,Haldwani,Card
366,1363,2026-04-26,6640.55,Completed,Haldwani,Card
367,5128,2026-04-19,3589.01,Cancelled,Mumbai,Cash
368,2941,2026-04-20,13156.25,Returned,Dehradun,Net Banking
369,3462,2026-04-18,1008.27,Returned,Delhi,Net Banking
370,5554,2026-05-02,798.57,Completed,Pune,Cash
371,4411,2026-04-27,2323.34,Completed,Bengaluru,Card
372,2847,2026-04-20,12877.36,Completed,Bengaluru,UPI
373,5608,2026-04-27,14520.01,Completed,Delhi,Net Banking
374,2990,2026-04-17,3129.72,Completed,Bengaluru,Cash
375,1758,2026-05-05,10896.31,Completed,Noida,Net Banking
376,5956,2026-05-09,689.26,Completed,Dehradun,Net Banking
377,2712,2026-05-26,13614.79,Completed,Haldwani,Card
378,2557,2026-05-18,1848.01,Returned,Bengaluru,Card
379,5952,2026-05-16,3147.25,Cancelled,Mumbai,Cash
380,4119,2026-04-30,8051.39,Completed,Noida,Cash
381,5201,2026-05-27,7509.43,Completed,Bengaluru,Cash
382,2665,2026-04-24,4762.54,Completed,Dehradun,Card
383,1133,2026-04-17,8344.34,Completed,Pune,Cash
384,2249,2026-04-13,5014.99,Completed,Dehradun,Net Banking
385,5511,2026-05-12,14157.62,Completed,Bengaluru,Net Banking
386,4776,2026-04-11,11018.31,Completed,Delhi,Net Banking
387,2508,2026-05-29,13351.53,Returned,Haldwani,UPI
388,1609,2026-05-31,12288.14,Completed,Haldwani,Net Banking
389,2127,2026-05-24,9497.45,Completed,Delhi,UPI
390,2792,2026-05-03,6894.54,Completed,Bengaluru,Net Banking
391,1129,2026-04-01,8029.97,Completed,Haldwani,Cash
392,5389,2026-04-19,355.42,Pending,Pune,Card
393,1877,2026-05-29,1535.08,Completed,Dehradun,Cash
394,3904,2026-04-18,11944.55,Completed,Pune,Net Banking
395,5629,2026-04-16,14854.47,Completed,Rudrapur,UPI
396,1766,2026-04-26,5751.03,Completed,Haldwani,UPI
397,2404,2026-04-06,7547.89,Completed,Mumbai,UPI
398,5327,2026-05-29,734.02,Completed,Bengaluru,Cash
399,1382,2026-05-30,1207.79,Cancelled,Haldwani,Card
400,3577,2026-04-02,14425.89,Completed,Pune,UPI
401,3452,2026-04-11,8502.98,Completed,Pune,Cash
402,4145,2026-05-19,11122.2,Pending,Rudrapur,Cash
403,1440,2026-04-07,6612.61,Pending,Mumbai,Net Banking
404,3674,2026-04-02,9548.43,Pending,Bengaluru,Net Banking
405,2869,2026-04-23,8340.26,Completed,Delhi,Net Banking
406,1703,2026-05-20,9317.38,Pending,Rudrapur,UPI
407,3196,2026-04-10,5762.0,Pending,Delhi,Net Banking
408,3595,2026-04-24,1687.61,Completed,Noida,Net Banking
409,3949,2026-05-19,4119.52,Completed,Delhi,Net Banking
410,4677,2026-05-06,8365.63,Completed,Haldwani,UPI
411,3900,2026-05-06,1486.66,Completed,Mumbai,Net Banking
412,1102,2026-04-19,6265.77,Pending,Dehradun,Card
413,4119,2026-04-11,2168.72,Completed,Bengaluru,Card
414,1519,2026-04-11,6576.68,Completed,Bengaluru,UPI
415,3959,2026-04-17,14168.91,Pending,Bengaluru,Card
416,4751,2026-04-07,2118.79,Completed,Pune,Cash
417,4113,2026-05-22,12946.75,Completed,Pune,Card
418,3462,2026-04-21,9087.85,Completed,Bengaluru,Cash
419,2456,2026-04-26,14534.01,Completed,Bengaluru,Card
420,3670,2026-04-25,4276.47,Pending,Mumbai,UPI
421,5620,2026-04-13,8924.18,Completed,Haldwani,Net Banking
422,2718,2026-04-29,11985.51,Pending,Rudrapur,Net Banking
423,5091,2026-04-09,9536.71,Completed,Delhi,Net Banking
424,4089,2026-04-05,6791.09,Completed,Pune,Net Banking
425,5454,2026-04-03,11881.74,Completed,Rudrapur,UPI
426,3034,2026-05-13,10003.94,Completed,Haldwani,Net Banking
427,3717,2026-05-21,6513.79,Completed,Noida,Card
428,5184,2026-05-18,7830.09,Completed,Dehradun,Net Banking
429,4065,2026-04-26,6999.64,Completed,Delhi,Cash
430,1202,2026-05-01,1657.79,Completed,Rudrapur,UPI
431,2161,2026-04-23,4747.17,Completed,Dehradun,Net Banking
432,3854,2026-05-01,1554.58,Pending,Bengaluru,Cash
433,1551,2026-04-20,765.78,Pending,Haldwani,Cash
434,1896,2026-05-14,12020.75,Cancelled,Dehradun,Card
435,5522,2026-04-11,5031.75,Completed,Bengaluru,Card
436,4319,2026-05-11,2848.33,Completed,Pune,Net Banking
437,1240,2026-05-18,9250.19,Completed,Pune,Net Banking
438,1037,2026-05-16,3300.46,Completed,Rudrapur,UPI
439,5399,2026-04-12,5550.32,Completed,Rudrapur,Cash
440,5010,2026-05-04,14492.15,Completed,Pune,Net Banking
441,5809,2026-04-08,5284.08,Pending,Delhi,Cash
442,5835,2026-04-06,10114.44,Completed,Dehradun,Cash
443,1959,2026-04-12,5662.26,Completed,Pune,Net Banking
444,5886,2026-04-09,8664.61,Completed,Bengaluru,Card
445,5546,2026-04-11,7395.67,Completed,Mumbai,Net Banking
446,1440,2026-05-26,5449.68,Completed,Delhi,Card
447,4146,2026-05-06,7631.03,Completed,Bengaluru,Net Banking
448,4637,2026-05-02,2592.08,Completed,Dehradun,Cash
449,1268,2026-04-18,3450.17,Completed,Bengaluru,Net Banking
450,5504,2026-05-03,1786.84,Completed,Mumbai,UPI
